Label,Keywords
spam,"['com txt xxuk suzy', 'txts cost 1', '50 per msg', 'fancy', 'shag', 'interested', 'sextextuk', '69876', 'tncs', 'website', 'x']"
ham,"['miss seeing jeremiah', 'great month', 'checking', 'really']"
ham,"['nah', 'help', 'never', 'iphone']"
ham,"['going apeshit', 'car', 'hour', 'half']"
ham,"['slap urself bcoz', 'sorry day', 'plz plz', 'ur fault', 'basically good', 'today', 'ever', 'angry', 'misbehaved', 'hurt']"
ham,"['guys ever figure', 'safely spend', 'figure', 'yo', 'much', 'need', 'alcohol', 'jay', 'trying', 'weed']"
ham,"['lt gt ish minutes', '5 minutes ago', 'wtf']"
ham,"['say happy onam', 'qatar insha allah', 'ex tata aig', 'insurance person', 'joined tissco', 'thank', 'calling', 'forgot', 'sirji', 'fine', 'remembered', 'met', 'meet', 'rakhesh', 'tayseer']"
spam,"['125gift guaranteed free entry 2 100 wkly draw txt music', 'congratulations ur awarded 500', '87066 tncs www', 'cd vouchers', 'ldew', 'com1win150ppmx3age16']"
spam,"['08708800282 hg suite342 2lands row w1j6hl', 'currently 500 pounds', 'maximize ur cash', 'ur cash', 'send cash', '150p msg', 'balance', '86688', 'cc']"
ham,"['always sleep late', 'sleep late', 'every day', 'actor', 'work', 'evening', 'since', 'unemployed', 'moment', 'saturday']"
ham,"['st andrews', 'long way', 'hello', 'got', 'boy', 'cold', 'keep', 'posted']"
ham,"['ha ha cool cool chikku chikku', 'db']"
ham,"['oh ok', 'prob']"
ham,"['check audrey', 'status right']"
ham,"['new year', 'looking forward', 'finally meeting', 'busy', 'trying', 'finish']"
ham,"['good afternoon sunshine', 'dawns', 'day', 'refreshed', 'happy', 'alive', 'breathe', 'air', 'smile', 'think', 'love', 'always']"
ham,"['know z', 'take care', 'well', 'worries']"
spam,"['sonyericsson nokia free bluetooth', 'double mins 1000 txt', 'xmas offer', 'latest motorola', 'call mobileupd8', 'call2optout f4q', 'update_now', 'orange', '08000839402']"
spam,"['discount code rp176781', 'customer services 08717205546', 'messages reply stop', 'stop', 'www', 'regalportfolio', 'co', 'uk']"
ham,"['wat uniform', 'get']"
ham,"['cool', 'text', 'ready']"
ham,"['hello', 'boytoy', 'geeee', 'miss', 'already', 'woke', 'wish', 'bed', 'cuddling', 'love']"
ham,"['spoil', 'bed', 'well']"
ham,"['next lt gt min', 'going', 'bath', 'msg']"
ham,"['cant keep talking', 'pls tell', 'really buy', 'people', 'sure', 'pay', 'agree', 'price', 'want', 'much', 'willing']"
spam,"['charged gbp 4 per week', 'calling customer services', 'ringtone order', 'reference t91', 'thanks', 'unsubscribe', 'anytime', '09057039994']"
ham,"['say', 'happen']"
ham,"['could', 'seen', 'recognise', 'face']"
ham,"['new years sighs', 'things happening', 'blue heron', 'something going', 'well', 'lot', 'lindsay', 'bars', 'ptbo']"
ham,"['rinu brings', 'keep', 'payasam']"
ham,"['ranjith sir called', 'becaus hes verifying', 'prabu told today', 'pa dont mistake', 'sms like', 'taught', 'project']"
ham,"['must know', 'body repairs', 'quite sure', 'guess', 'worried', 'way', 'worry', 'take', 'slow', 'first', 'tests', 'guide', 'ovulation', 'relax', 'nothing', 'said', 'reason', 'keep', 'followin']"
ham,"['yeah sure', 'couple minutes', 'give', 'track', 'wallet']"
ham,"['hey leave', 'big deal', 'take care']"
ham,"['late ah', 'hey', 'meet', '945']"
spam,"['txts 4 6months free bluetooth', 'nokia motorola phones', 'double mins', 'call mobileupd8', 'call2optout n9dx', 'orange', 'available', 'sony', '08000839402']"
ham,['took mr owl 3 licks']
ham,"['customer place', 'call']"
ham,"['dont like fun', 'mm', 'time']"
spam,"['4mths half price orange line rental latest camera phones 4 free', 'call mobilesdirect free', 'phone 11mths', '08000938767', 'update', 'or2stoptxt']"
ham,"['u eat already', 'lunch buffet', 'yup']"
ham,"['fr dinner', 'huh', 'late']"
ham,"['intro pilates', 'hey', 'sat', 'going', 'kickboxing']"
ham,"['morning', 'ok']"
ham,"['didnt shut', 'think thats', 'think', 'yes', 'office', 'lap', 'room', 'last', 'days']"
ham,"['bout 7', 'pick', '30ish', 'time', 'going']"
ham,"['calculated every two month', 'current one month period', 'performance award']"
ham,"['u call back', 'send u', 'actually sleeping', 'still might', 'rock sis', 'text wen', 'text', 'gr8', 'wake']"
ham,"['room would hurt', 'always putting', 'put pictures', 'open people', 'ever met', 'feel violated', 'would', 'business', 'ass', 'facebook', 'one', 'think', 'picture', 'make']"
ham,"['good evening sir', 'al salam wahleykkum', 'happy news', 'inshah allah', 'sharing', 'grace', 'god', 'got', 'offer', 'tayseer', 'tissco', 'joined', 'hope', 'fine', 'meet', 'sometime', 'rakhesh', 'visitor', 'india']"
ham,"['wanna get system administrator', 'field quickly da', 'network administrator', 'hmmm', 'k', 'want', 'change']"
spam,"['eå nd txt stop', 'free ringtone text first', '0845 2814032 16', 'text get', '1st free', 'true tone', '3xå 150pw', '87131', 'poly', 'help', 'tones']"
ham,"['dear', 'chechi', 'talk']"
ham,"['hair cream', 'shipped']"
ham,"['happening til', 'none', 'get', 'though']"
ham,"['great loxahatchee xmas tree burning', 'lt gt starts', 'yep', 'hour']"
ham,"['haha get used', 'usf man', 'driving', 'know', 'lot', 'stoners']"
ham,"['slightly disastrous class', 'stay late tomorrow', 'fav darlings', 'hope day', 'coffee wld', 'time place', 'well', 'pm', 'ok', 'good', 'always']"
ham,"['good week', 'something later', 'hello', 'fancy', 'drink']"
ham,['headin towards busetop']
ham,"['name missing number missing sent', 'missing sent via fullonsms', 'date missing missing u', 'text missing sender', 'lot thats', 'message', 'everything', 'com']"
ham,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
ham,"['cos', 'want', 'thing']"
ham,"['go cine den go mrt one', 'go yan jiu', 'skip ard oso', 'blah blah blah', 'okies']"
ham,"['bring home', 'wendy']"
spam,['100 dating service cal l 09064012103 box334sk38ch']
ham,"['dont u want', 'whatsup', 'sleep']"
ham,"['new goal', 'alright']"
spam,"['å 250 weekly competition', 'free entry', 'word win', 'c www', 'text', '80086', '18', 'txttowin', 'co', 'uk']"
ham,"['alright', 'head', 'minutes', 'text', 'meet']"
spam,"['txt love name1 name2 mobno eg love adam eve 07123456789', 'logo 2 ur lover', '2 names joined', 'pobox36504w45wq txtno 4', '87077 yahoo', 'ads 150p', 'send', 'heart']"
ham,"['taking live call', 'last week', 'yes']"
spam,"['dating service', 'landline 09111032124', 'someone', 'contacted', 'entered', 'phone', 'fancy', 'find', 'call', 'pobox12n146tf150p']"
ham,"['hostel aha', 'siva']"
spam,"['å 2000 prize guaranteed', 'mobile number', 'call 09058094455', 'land line', 'claim 3030', 'valid 12hrs', 'urgent', 'awarded']"
ham,"['funny lt gt', 'irritating lt gt', 'ur friends', 'receive something', 'ur voice', 'speaking expression', 'childish 2', 'naughty 3', 'sentiment 4', 'rowdy 5', 'attitude 6', 'romantic 7', 'shy 8', 'attractive 9', 'send', '1', 'ful', 'lovable', 'reply']"
ham,"['ok', 'guess']"
ham,"['aathi', 'dear']"
ham,"['thing else', 'pain', 'urination']"
ham,"['ì_ mind giving', 'lift cos', 'car today', '7', 'esplanade', 'got']"
ham,"['bmw car urgently', 'lt gt lacs', 'arng dis amt', 'vry urgent', 'wnt', 'buy', 'hv', 'shortage', 'source', 'thats', 'prob']"
ham,['home watching tv lor']
ham,"['usually take fifteen fucking minutes', 'respond', 'yes', 'question']"
spam,"['call 09066382422 calls cost 150ppm ave call 3mins vary', 'mobiles 16 close 300603 post bcm4284 ldn wc1n3xx', 'nokia 3650 video camera phone', 'congrats']"
ham,"['booked ticket', 'pongal']"
ham,"['like right around hillsborough amp lt gt th', 'available']"
ham,"['lt gt dollars', 'pay lt gt', 'lt gt', 'message sent', 'askin', 'shoul']"
ham,"['story like ten times already', 'ask g', 'iouri', 'told']"
ham,"['applebees fucking take', 'long']"
ham,"['hi hope u get', 'txt journey hasnt', '50 mins late', 'gd', 'think']"
ham,"['like', 'love', 'arrange']"
ham,"['bhaji told kallis best cricketer', 'really great', 'yes', 'sachin', 'world', 'tough', 'get']"
ham,"['supposed', 'wake', 'gt']"
ham,"['din c', 'group liao', 'oic', 'saw', 'tot', 'found']"
ham,"['call later', 'sorry']"
ham,"['hey hey werethe monkeespeople say', 'howdy gorgeous', 'monkeyaround']"
ham,"['battery died', 'sorry', 'come', 'getting', 'gram', 'place']"
ham,"['kinda remember wot', 'well done', 'blimey', 'exercise', 'yeah', 'hmm']"
ham,"['wont get concentration dear', 'know', 'mind', 'everything']"
ham,"['made plans', 'new years', 'lol']"
ham,['10 min later k']
ham,['hanks lotsly']
ham,"['good day today', 'thanks', 'hope']"
ham,"['k', 'detail', 'want', 'transfer', 'acc', 'enough']"
ham,"['optimistic things', 'ok', 'tell', 'stay', 'yeah', 'tough', 'improve', 'month']"
spam,"['call free 0800 1956669', 'homeowners tenants welcome', 'purpose å 500', 'text back help', 'å 75', 'still help', 'previously refused', 'loan', '000']"
ham,"['think ill go make', 'si si', 'oreo truffles']"
ham,"['know u donåõt like', 'like u', 'donåõt worry', 'amy ure', 'intelligent woman', 'like', 'look', 'beautiful', 'lot']"
ham,"['consistently intelligent', 'start asking', 'practicum links', 'ears open', 'hope', 'result', 'kind', 'keep', 'best', 'ttyl']"
ham,"['guess isnt bad', 'call cost', 'miss ya', 'need ya', 'want ya', 'love ya', '1', '20']"
ham,"['going thru', 'different feeling', 'wavering decisions', 'heal everything', 'coping', 'individual', 'time', 'believe']"
ham,"['u go', 'gonna die', 'phone', 'stay']"
ham,"['day gives even', 'thank god', 'great', 'never', 'better', 'reasons']"
spam,"['free camera phone upgrade', 'offer ends 26th july', 'upgrdcentre orange customer', '0207 153 9153', 'may', 'claim', 'loyalty', 'call', 'c', 'apply', 'opt', 'available']"
ham,"['call later ok bye', 'sorry']"
ham,"['ok', 'way', 'railway']"
ham,"['enjoy making love lt gt times per night', 'love giving', 'great princess', 'receiving oral', 'doggy style', 'fave position']"
ham,"['getting slippery', 'put', 'stuff', 'roads', 'keep']"
ham,"['going', 'ride', 'bike']"
ham,"['jus wait 4 e rain 2 stop', 'yup', 'need']"
ham,"['many company', 'tell', 'language']"
spam,"['tcs sae box326 cw25wx 150ppm', '4 tenerife holiday', '5000 cash award', 'dear dave', 'final notice', 'call 09061743806', 'okmail', 'collect', 'landline']"
ham,"['long', 'since', 'screamed', 'princess']"
ham,"['lt gt dollars got removed', 'someone transfered lt gt', 'charges also differ', 'sending account details', 'banks differ', 'money enters', 'flat rate', '9ja person', 'account', 'nothing', 'meant', 'bank', 'remove', 'sure', 'trust', 'cos']"
spam,"['want real dogging locations sent direct 2 ur mob', 'want 2 get laid tonight', 'largest dogging network', 'txting moan', 'join', 'uk', '69888nyt', 'ec2a', '31p', 'msg', '150p']"
ham,"['nice line said', 'broken heart', 'cum 1', 'times infront', 'trust u', 'good 9t', 'plz', 'wise']"
ham,"['like fifteen minutes', 'gonna head', 'ok', 'usf']"
ham,"['love u lot', 'love', 'aathi']"
ham,"['tension ah', 'machi', 'problem']"
ham,"['another 8th', 'k', 'pick', 'done']"
ham,"['guys getting back', 'g said', 'thinking', 'staying', 'mcr']"
ham,"['see u', 'almost', 'sec']"
ham,"['yo carlos', 'already asking', 'friends', 'working', 'weekend']"
ham,['watching tv lor']
ham,"['cant wait', 'real thing', 'thank', 'baby', 'taste']"
ham,"['jaykwon thuglyfe falconerf', 'change', 'fb']"
ham,"['1 side', 'long time', 'win', 'really']"
spam,"['500 free text messages', 'free message activate', 'word free', 'terms conditions', 'visit www', 'message', 'replying', '07781482378', 'com']"
ham,"['dear reached railway', 'happen']"
ham,"['want ralphs maybe 2', 'sent boye', 'faded glory', 'want', 'depends', 'quality', 'type', '6']"
ham,"['test message', 'think', 'fixed', 'send']"
ham,"['could trade back half', 'could buy', 'sorry man', 'credit card', 'account', 'dry', 'would', 'want', 'shit']"
spam,"['1 year special cinema pass', 'c suprman v', 'call 09061209465', '4 free', 'dont miss', 'congrats', '2', 'matrix3', 'starwars3', 'etc', 'bx420', 'ip4', '5we', '150pm']"
ham,"['call later', 'sorry', 'meeting']"
ham,"['lt gt reunion', 'class']"
ham,"['free', 'call']"
ham,['got meh']
ham,"['nope', 'think', 'go', 'monday', 'sorry', 'replied', 'late']"
ham,"['told accenture', 'confirm', 'true']"
ham,"['kate jackson rec center', '7ish', 'right']"
ham,"['reache room', 'dear']"
ham,"['lose bt fightng', 'u either win', 'u still lose', 'u lose', 'u win', 'u', 'fighting', 'world', 'easy', 'some1', 'close', 'dificult']"
ham,['ì_ come']
ham,"['check', 'nuerologist']"
ham,"['lolnice', 'went', 'fish', 'water']"
spam,"['cs stop sms 08718727868', 'competition draw u', 'å 1450 prize', 'call 09050002311 b4280703', '123 congratulations', 'week', 'claim', '18', '150ppm']"
ham,"['cos wait outside got nothing 2', 'e car dat', 'watch tv wat', 'bored wat', 'waiting', 'home', 'stuff']"
ham,"['hyde park village', 'maybe westshore', 'place near', 'house']"
ham,"['bringing money', 'school fees', 'stuff like', 'know', 'anthony', 'pay', 'rent', 'thats', 'need', 'help', 'friend']"
ham,['significance']
ham,"['spl character 7', 'simple pls reply', 'jada 3', 'kusruthi 4', 'lovable 5', 'silent 6', 'matured 8', 'stylish 9', 'opinion', '1', '2']"
ham,"['new ak', '8', 'latest', 'g', 'still', 'scrounge', 'ammo', 'want', 'give', 'try']"
ham,"['frm heart', 'prabha', 'soryda', 'realy', 'sory']"
ham,"['lol ok', 'forgiven']"
ham,['jst change tat']
spam,"['40gb ipod mp3 player', 'ibhltd ldnw15h 150p mtmsgrcvd18', 'latest nokia phone', 'å 500 prize', 'txt word', 'guaranteed', 'collect', '83355']"
ham,['competition']
spam,"['mono eg poly3 1', 'cha cha slide 2', '150p reply poly', 'slow jamz 6', 'boltblue tones', 'yeah 3', 'toxic 8', 'stop 4', 'tones txt', 'come']"
spam,"['renewal pin', 'credits', 'topped', 'http', 'www', 'bubbletext', 'com', 'tgxxrz']"
ham,"['know definite nos', 'less problematic', 'sat night', 'u want', 'ask n', 'feel free', 'way transport', 'way', 'join', 'bday', 'need', 'booking', 'fri']"
ham,"['behave abnormally', 'usually', 'person', 'unconscious', 'children', 'adults', 'may', 'call']"
ham,"['less elsewhere', 'ebay', 'might']"
ham,"['get pickle', 'shall', 'come']"
ham,"['gonna go get', 'tacos']"
ham,"['rude', 'campus']"
spam,"['000 bonus caller prize', '02 09 03', 'å 2', '2nd attempt', 'call 0871', '9755 box95qu', 'urgent', 'mobile', 'awarded', 'contact', '872']"
ham,"['enjoy n merry x mas', 'b ard 4 christmas', 'hi']"
spam,"['claim ur å 150 worth', 'member offers mobile', 'unsub reply x', 'å 3', 'discount vouchers', 'text yes', 'cs 08717898035', '00 sub', 'today', 'offer', '85023', 'savamob', '16']"
ham,"['pretty lady like', 'yes', 'single']"
spam,"['conditions please see channel u teletext pg 750', 'tone within', 'next 24hrs', 'recieve', 'terms']"
ham,"['jay says', 'double', 'faggot']"
spam,"['call 08718738001 identifier code 41782 expires 18 11 04', '07815296484 shows 800 un', '2003 account statement', 'private', 'redeemed', 'points']"
ham,"['today', 'sunday', 'holiday', 'work']"
ham,"['practice going', 'gudnite', 'tc']"
ham,['late']
ham,"['miss bani big', 'l8r malaria', 'pls give', 'love especially', 'great day', 'miss', 'called', 'hoping', 'know', 'guys']"
ham,"['good afternoon', 'hope maybe', 'passionate kiss', 'love', 'goes', 'day', 'got', 'leads', 'job', 'think', 'boytoy', 'send', 'across', 'sea']"
ham,"['later tonight lt', 'probably gonna', 'see']"
ham,"['fat fingers', 'maybe', 'press', 'buttons', 'know']"
ham,"['ummmmmaah many many happy returns', 'happy birthday dear', 'dear sweet heart', 'day']"
ham,"['tirupur da', 'office call', 'started']"
spam,"['csc web age16 2stop txt stop', '50p msg max6 month', 'com monthlysubscription', 'www', 'applausestore']"
ham,"['anything unconditionally without losing', 'famous quote', 'self confidence', 'develop', 'ability', 'listen', 'temper', 'means', 'married']"
ham,"['else ill come', 'college pa', 'pa', 'going', 'self']"
ham,"['4 oclock', 'flat plan', 'mine', 'bash']"
ham,"['need recovery time', 'id rather pass', 'girl', 'stay', 'bed', 'fun', 'cooped']"
ham,['special']
ham,"['get hotel', 'english bloke', 'know', 'need', 'got', 'invitation', 'apologise', 'cali', 'sweet', 'come', 'weddin']"
ham,"['sorry', 'took', 'long', 'omw']"
ham,['wait lt gt min']
ham,"['ok give', '5 minutes', 'whole time', 'think', 'see', 'btw', 'alibi', 'cutting', 'hair']"
ham,"['finally get', 'maybe even', 'cock surrounded', 'also imagine', 'bath water', 'imagine', 'bath', 'sink', 'put', 'paces', 'eat', 'left', 'feel', 'cage', 'reminding', 'always', 'owns', 'enjoy', 'cuck']"
ham,"['like three days', 'hurry', 'weed', 'deficient']"
ham,"['blood oath fo', 'astoundingly tactless', 'generally faggy', 'sure', 'get', 'acknowledgement', 'demand']"
ham,"['every night take', 'warm bath drink', 'still need', 'loose weight', 'ok', 'cup', 'milk', 'see', 'work', 'magic', 'know']"
ham,"['frying pan', 'book perhaps', 'book', 'û', 'look', 'case', 'cheap', 'silly', 'likely']"
ham,"['well uv causes mutations', 'like essential thesedays', 'sunscreen']"
ham,"['lunch', 'online']"
ham,"['friend already told', 'know']"
ham,"['hi princess', 'thank', 'pics', 'pretty']"
ham,"['first time u reply', 'u always c', 'dunno abt mei', 'ur sugardad ah', 'ex one', 'workin huh', 'got bao', 'reply', 'aiyo', 'fast', 'lucky', 'gee']"
ham,"['hi msg', 'office']"
ham,"['thanx 4 e brownie', 'v nice']"
ham,"['barely stand', 'geeeee', 'love', 'much']"
spam,"['last weekends draw shows', 'å 1000 prize guaranteed', 'claim code k52', 'call 09064012160', 'valid 12hrs', 'gent', 'trying', 'contact', '150ppm']"
ham,"['fuck babe', 'money towards', 'miss', 'already', 'know', 'let', 'send', 'net', 'need', 'want', 'crave']"
ham,"['icky american freek wont stop callin', '2 bad jen k eh', 'ill call u 2mrw', 'ninish', 'address']"
ham,"['oooh bed ridden ey', 'thinking']"
ham,"['good day babe', 'love smiles', 'much already', 'anyways', 'go', 'gym', 'whatever', 'hope', 'ok', 'miss']"
ham,"['love', 'daddy', 'make', 'scream', 'pleasure', 'going', 'slap', 'ass', 'dick']"
ham,"['wot u wanna', 'missy']"
ham,"['mum 2 finish sch', 'yar lor wait 4', 'whole morning stay', 'room quite clean', 'lunch lor', 'home clean', 'room', 'hee']"
